freq,citizen,age,sex,unit,geo,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 ,2025 
A,NAT,Y18-59,M,PC,SK,: ,7.5 ,6.3 ,4.9 ,4.9 ,6.0 ,4.7 ,4.6 ,3.4 ,4.7 ,5.5 ,3.9 
A,NAT,Y18-59,M,PC,TR,: ,7.3 ,6.5 ,6.2 ,6.4 ,6.6 ,7.6 ,9.2 ,7.1 ,6.1 ,6.6 ,6.6 
A,NAT,Y18-59,M,PC,UK,: ,9.8 ,9.1 ,9.7 bu,7.4 u,: ,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,9.9 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,AT,: ,4.6 ,5.3 ,5.1 ,5.1 ,4.6 ,4.4 ,5.9 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,BE,: ,11.2 ,11.3 ,10.9 ,9.4 ,10.4 b,10.1 ,10.6 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,BG,: ,10.7 ,10.2 b,10.5 ,8.7 ,8.7 ,7.9 ,7.6 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,CH,: ,3.0 ,3.6 ,3.7 ,5.2 ,4.4 ,4.2 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,CY,: ,9.6 ,9.8 ,8.3 ,6.9 ,6.5 ,5.2 ,5.7 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,CZ,: ,5.1 ,5.2 ,4.3 ,3.7 ,3.6 ,3.4 ,4.3 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,DE,: ,8.6 ,8.6 ,8.2 ,8.3 ,7.1 ,5.9 b,6.5 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,DK,: ,13.0 ,12.1 ,12.0 ,9.8 ,10.6 ,9.5 ,10.4 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EA,: ,: ,: ,: ,: ,8.0 ,8.0 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,8.0 ,8.0 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EA19,: ,10.4 ,10.0 ,9.4 ,8.8 ,8.0 ,8.0 ,8.6 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EE,: ,7.0 ,6.6 ,6.7 ,6.0 ,6.5 ,6.1 ,5.2 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EL,: ,14.9 ,15.3 ,14.0 ,12.9 ,12.3 ,11.3 ,12.2 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,ES,: ,16.8 ,15.1 ,13.1 ,10.8 ,10.5 ,9.5 ,10.5 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EU,: ,: ,: ,: ,: ,7.4 e,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EU27_2007,: ,: ,: ,: ,: ,7.4 e,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EU27_2020,: ,9.6 e,9.2 e,8.7 e,8.1 e,7.4 e,7.2 ,7.6 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,EU28,: ,: ,: ,: ,: ,7.4 e,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,FI,: ,12.6 ,13.2 ,11.6 ,11.9 ,11.1 ,10.5 ,9.3 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,FR,: ,7.4 ,6.2 ,6.5 ,6.2 ,5.0 ,7.7 b,8.4 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,HR,: ,11.8 ,10.8 ,10.3 ,9.3 ,7.8 ,6.9 ,7.6 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,HU,: ,7.9 ,7.3 ,5.5 ,5.3 ,4.7 ,3.7 ,4.4 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,IE,: ,17.8 ,15.6 ,13.9 ,10.1 ,11.6 ,10.1 b,11.4 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,IS,: ,4.6 ,4.2 ,3.1 ,2.8 ,: ,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,IT,: ,11.2 ,12.0 ,11.4 ,11.0 ,9.8 ,10.1 ,10.6 p,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,LT,: ,9.3 ,10.6 ,9.2 ,8.1 ,8.0 ,7.5 ,7.7 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,LU,: ,5.1 ,6.9 b,7.0 ,9.5 ,6.2 ,7.2 b,6.1 b,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,LV,: ,7.5 ,6.3 ,7.6 ,7.2 ,8.1 ,7.1 ,6.1 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,ME,: ,: ,: ,: ,: ,: ,13.1 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,MK,: ,17.3 ,15.5 ,15.0 ,14.9 ,13.0 ,14.1 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,MT,: ,7.7 ,5.7 ,4.8 ,3.4 ,3.2 ,4.3 ,4.0 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,NL,: ,9.6 ,7.9 b,9.3 ,8.0 ,8.1 ,7.9 ,8.2 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,NO,: ,7.0 ,6.6 ,8.4 ,7.4 ,7.4 ,8.5 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,PL,: ,6.9 ,6.3 ,6.1 ,5.7 ,5.2 ,4.5 ,4.4 p,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,PT,: ,9.6 ,8.9 ,7.4 ,6.9 ,6.0 ,4.8 ,4.6 b,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,RO,: ,5.1 ,5.1 ,4.5 ,4.6 ,3.3 ,3.1 ,2.7 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,RS,: ,21.3 ,21.0 ,20.3 ,17.9 ,16.1 ,15.6 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,SE,: ,6.0 ,6.1 ,6.6 ,5.5 ,5.0 ,5.8 ,7.0 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,SI,: ,5.9 ,6.6 ,5.7 ,5.2 ,4.9 ,4.4 ,4.4 ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,SK,: ,7.5 ,6.3 ,4.9 ,4.9 ,6.0 ,4.7 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,TR,: ,7.3 ,6.5 ,6.2 ,6.4 ,6.6 ,7.6 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,M,PC_Y_LT65,UK,: ,9.8 ,9.1 ,9.7 bu,7.4 u,: ,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC,AL,: ,: ,: ,: ,: ,: ,10.8 ,11.3 ,10.1 ,9.2 ,: ,: 
A,NAT,Y18-59,T,PC,AT,: ,4.7 ,5.4 ,5.1 ,5.1 ,4.6 ,4.4 ,5.8 ,5.4 ,4.5 ,4.7 ,4.4 
A,NAT,Y18-59,T,PC,BE,: ,12.6 ,13.2 ,12.3 ,11.1 ,11.5 b,10.8 ,11.0 ,10.7 ,9.6 ,10.8 ,9.8 
A,NAT,Y18-59,T,PC,BG,: ,10.3 ,10.3 b,9.8 ,8.1 ,8.4 ,7.7 ,7.6 ,8.2 ,6.4 ,6.8 ,6.3 
A,NAT,Y18-59,T,PC,CH,4.1 ,4.2 ,4.6 ,4.7 ,5.4 ,4.8 ,4.7 ,4.9 ,5.7 ,5.3 ,4.9 ,: 
A,NAT,Y18-59,T,PC,CY,: ,9.8 ,9.9 ,8.4 ,7.2 ,6.5 ,5.7 ,5.8 ,4.6 ,4.0 ,4.3 ,3.9 
A,NAT,Y18-59,T,PC,CZ,: ,5.9 ,5.8 ,5.0 ,4.2 ,4.2 ,4.1 ,4.7 ,3.8 ,4.1 ,4.2 ,4.4 
A,NAT,Y18-59,T,PC,DE,: ,9.0 ,9.1 ,8.8 ,8.9 ,7.7 ,6.1 b,7.1 ,7.5 ,7.2 ,7.3 ,7.5 
A,NAT,Y18-59,T,PC,DK,: ,12.9 ,11.8 ,10.9 ,10.2 ,10.4 ,10.0 ,11.0 ,10.4 ,10.2 ,11.8 ,10.6 
A,NAT,Y18-59,T,PC,EA,: ,: ,: ,: ,: ,: ,: ,8.9 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC,EA19,: ,10.8 ,10.5 ,9.8 ,9.2 ,8.6 ,8.3 ,8.9 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC,EA20,: ,10.8 ,10.5 ,9.8 ,9.2 ,8.6 ,8.3 ,9.0 ,8.2 ,7.7 ,7.6 ,7.4 
A,NAT,Y18-59,T,PC,EA21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,7.4 
A,NAT,Y18-59,T,PC,EE,: ,5.9 ,5.3 ,5.3 ,5.1 ,5.4 ,4.9 ,4.5 ,5.6 ,6.0 ,5.5 ,5.7 
A,NAT,Y18-59,T,PC,EL,: ,16.6 ,17.1 ,15.3 ,14.6 ,13.6 ,12.6 ,12.8 ,10.4 ,9.0 ,7.9 ,7.3 
A,NAT,Y18-59,T,PC,ES,: ,16.0 ,14.9 ,13.1 ,11.0 ,11.1 ,9.6 ,10.7 ,8.2 ,7.7 ,7.3 ,7.2 
A,NAT,Y18-59,T,PC,EU27_2020,: ,: ,: ,: ,: ,7.8 ,7.5 ,8.0 ,7.4 ,7.0 ,6.9 ,6.9 
A,NAT,Y18-59,T,PC,FI,: ,11.4 ,11.7 ,10.8 ,10.8 ,8.1 b,7.9 ,8.0 ,9.6 b,8.8 ,8.7 ,10.9 
A,NAT,Y18-59,T,PC,FR,: ,7.9 ,6.9 ,6.8 ,6.5 ,5.9 ,8.3 b,9.0 ,8.1 b,7.6 ,7.5 ,7.8 
A,NAT,Y18-59,T,PC,HR,11.9 ,11.7 ,10.7 ,10.0 ,8.9 ,7.3 ,7.0 ,7.6 ,6.1 ,5.4 ,4.7 ,3.9 
A,NAT,Y18-59,T,PC,HU,: ,7.7 ,6.7 ,5.4 ,4.8 ,4.2 b,3.8 ,5.2 ,5.8 ,4.3 ,4.3 ,3.8 
A,NAT,Y18-59,T,PC,IE,: ,17.9 ,16.3 ,14.9 ,11.3 ,11.8 b,11.3 b,11.3 ,9.3 ,9.2 ,6.9 ,7.9 
A,NAT,Y18-59,T,PC,IS,: ,5.0 ,4.0 ,3.8 ,3.6 ,3.9 ,4.5 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC,IT,: ,12.1 ,12.8 ,11.8 ,11.8 ,10.4 ,11.0 ,11.5 ,10.4 ,9.2 ,9.4 ,8.1 
A,NAT,Y18-59,T,PC,LT,: ,9.1 ,10.0 ,9.1 ,8.1 ,6.9 ,6.8 ,7.6 ,7.3 ,7.7 ,9.1 p,10.6 p
A,NAT,Y18-59,T,PC,LU,: ,6.7 ,8.1 b,9.0 ,10.2 ,8.3 ,8.7 b,6.0 b,4.5 b,5.3 ,5.5 ,6.0 b
A,NAT,Y18-59,T,PC,LV,: ,7.1 ,6.4 ,6.7 ,6.9 ,7.3 ,7.1 ,6.0 ,7.0 ,6.7 ,6.2 ,6.5 
A,NAT,Y18-59,T,PC,ME,: ,: ,: ,: ,: ,: ,13.5 ,19.5 ,19.4 ,17.4 ,: ,: 
A,NAT,Y18-59,T,PC,MK,: ,16.8 ,15.4 ,15.5 ,15.1 ,13.0 ,14.3 ,12.8 b,13.0 ,11.4 ,9.7 ,: 
A,NAT,Y18-59,T,PC,MT,: ,8.4 ,6.0 ,5.7 ,4.4 ,4.4 ,5.1 ,4.7 ,3.7 ,2.9 b,3.8 ,3.8 
A,NAT,Y18-59,T,PC,NL,: ,10.2 ,8.9 b,9.1 ,8.2 ,8.6 ,8.1 ,7.8 ,7.9 ,8.0 ,7.3 ,6.8 
A,NAT,Y18-59,T,PC,NO,: ,7.5 ,7.1 ,8.3 ,8.0 ,7.5 ,8.4 ,8.6 b,9.5 ,9.4 ,8.1 ,9.2 
A,NAT,Y18-59,T,PC,PL,: ,7.1 ,6.8 ,6.1 ,5.9 ,5.1 ,4.5 ,4.2 ,3.7 ,3.9 ,3.9 ,4.0 
A,NAT,Y18-59,T,PC,PT,: ,9.9 ,8.8 ,7.5 ,6.7 ,5.7 ,4.6 ,4.9 b,5.1 ,5.8 ,4.5 ,4.9 
A,NAT,Y18-59,T,PC,RO,: ,5.7 ,5.8 ,5.2 ,5.6 ,4.3 ,4.3 ,3.5 ,4.0 ,4.8 ,3.8 ,5.2 
A,NAT,Y18-59,T,PC,RS,: ,19.8 ,20.1 ,19.5 ,17.1 ,16.8 ,16.8 ,15.8 ,13.4 ,12.9 ,9.3 ,6.1 
A,NAT,Y18-59,T,PC,SE,: ,6.0 ,5.8 ,6.3 ,5.6 ,5.1 ,5.5 ,6.8 ,7.3 ,6.7 ,6.8 ,7.4 
A,NAT,Y18-59,T,PC,SI,: ,6.4 ,6.7 ,5.6 ,5.0 ,4.7 ,4.2 ,3.9 ,4.0 ,3.7 ,3.5 ,3.8 
A,NAT,Y18-59,T,PC,SK,: ,6.7 ,5.8 ,4.7 ,4.8 ,5.9 ,4.4 ,4.8 ,3.4 ,4.2 ,5.0 ,3.6 
A,NAT,Y18-59,T,PC,TR,: ,10.3 ,9.5 ,9.3 ,9.3 ,9.6 ,10.8 ,12.4 ,10.3 ,9.2 ,9.7 ,9.7 
A,NAT,Y18-59,T,PC,UK,: ,10.2 ,10.1 ,10.1 bu,7.9 u,: ,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,10.8 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,AT,: ,4.7 ,5.4 ,5.1 ,5.1 ,4.6 ,4.4 ,5.8 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,BE,: ,12.6 ,13.2 ,12.3 ,11.1 ,11.4 b,10.7 ,10.8 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,BG,: ,10.3 ,10.3 b,9.8 ,8.1 ,8.4 ,7.7 ,7.6 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,CH,: ,4.2 ,4.6 ,4.7 ,5.4 ,4.8 ,4.7 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,CY,: ,9.8 ,9.9 ,8.4 ,7.2 ,6.3 ,5.7 ,5.5 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,CZ,: ,5.9 ,5.8 ,5.0 ,4.2 ,4.2 ,4.1 ,4.7 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,DE,: ,9.0 ,9.1 ,8.8 ,8.9 ,7.7 ,6.1 b,6.9 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,DK,: ,12.9 ,11.8 ,10.9 ,10.2 ,10.4 ,10.0 ,11.0 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EA,: ,: ,: ,: ,: ,8.6 ,8.3 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,8.6 ,8.4 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EA19,: ,10.8 ,10.5 ,9.8 ,9.2 ,8.6 ,8.3 ,8.9 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EE,: ,5.9 ,5.3 ,5.3 ,5.1 ,5.4 ,4.9 ,4.5 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EL,: ,16.6 ,17.1 ,15.3 ,14.6 ,13.6 ,12.6 ,12.8 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,ES,: ,16.0 ,14.9 ,13.1 ,11.0 ,11.1 ,9.6 ,10.7 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EU,: ,: ,: ,: ,: ,7.8 e,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EU27_2007,: ,: ,: ,: ,: ,7.8 e,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EU27_2020,: ,9.9 e,9.7 e,9.0 e,8.5 e,7.8 e,7.5 ,8.0 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,EU28,: ,: ,: ,: ,: ,7.8 e,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,FI,: ,11.4 ,11.7 ,10.8 ,10.8 ,10.1 ,9.8 ,8.0 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,FR,: ,7.9 ,6.9 ,6.8 ,6.5 ,5.9 ,8.3 b,9.0 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,HR,: ,11.7 ,10.7 ,10.0 ,8.9 ,7.3 ,7.0 ,7.6 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,HU,: ,7.7 ,6.7 ,5.4 ,4.8 ,4.3 ,3.9 ,4.6 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,IE,: ,17.9 ,16.3 ,14.9 ,11.3 ,12.9 ,11.1 b,12.1 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,IS,: ,5.0 ,4.0 ,3.8 ,3.6 ,: ,: ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,IT,: ,12.1 ,12.8 ,11.8 ,11.8 ,10.4 ,11.0 ,11.5 p,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,LT,: ,9.1 ,10.0 ,9.1 ,8.1 ,6.9 ,6.8 ,7.2 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,LU,: ,6.7 ,8.1 b,9.0 ,10.2 ,8.3 ,8.7 b,6.0 b,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,LV,: ,7.1 ,6.4 ,6.7 ,6.9 ,7.3 ,7.1 ,6.0 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,ME,: ,: ,: ,: ,: ,: ,13.5 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,MK,: ,16.8 ,15.4 ,15.5 ,15.1 ,13.0 ,14.3 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,MT,: ,8.4 ,6.0 ,5.7 ,4.4 ,4.4 ,5.1 ,4.7 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,NL,: ,10.2 ,8.9 b,9.1 ,8.2 ,8.6 ,8.1 ,7.8 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,NO,: ,7.5 ,7.1 ,8.3 ,8.0 ,7.5 ,8.4 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,PL,: ,7.1 ,6.8 ,6.1 ,5.9 ,5.1 ,4.5 ,4.2 p,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,PT,: ,9.9 ,8.8 ,7.5 ,6.7 ,5.7 ,4.6 ,4.9 b,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,RO,: ,5.7 ,5.8 ,5.2 ,5.6 ,4.3 ,4.3 ,3.5 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,RS,: ,19.8 ,20.1 ,19.5 ,17.1 ,15.8 ,15.4 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,SE,: ,6.0 ,5.8 ,6.3 ,5.6 ,5.1 ,5.5 ,6.9 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,SI,: ,6.4 ,6.7 ,5.6 ,5.0 ,4.7 ,4.2 ,3.9 ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,SK,: ,6.7 ,5.8 ,4.7 ,4.8 ,5.9 ,4.4 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,TR,: ,10.3 ,9.5 ,9.3 ,9.3 ,9.6 ,10.8 ,: ,: ,: ,: ,: 
A,NAT,Y18-59,T,PC_Y_LT65,UK,: ,10.2 ,10.1 ,10.1 bu,7.9 u,: ,: ,: ,: ,: ,: ,: 
A,NAT,Y18-64,F,PC,AL,: ,: ,: ,: ,: ,: ,11.9 ,12.3 ,11.1 ,10.3 ,: ,: 
A,NAT,Y18-64,F,PC,AT,: ,4.8 ,5.6 ,5.1 ,5.1 ,4.6 ,4.4 ,5.9 ,5.3 ,4.0 ,4.5 ,4.2 
A,NAT,Y18-64,F,PC,BE,: ,15.4 ,16.9 ,15.1 ,14.0 ,13.8 b,12.5 ,12.2 ,12.2 ,11.7 ,12.4 ,11.2 
A,NAT,Y18-64,F,PC,BG,: ,10.4 ,10.8 b,9.8 ,8.3 ,8.8 ,7.9 ,8.2 ,8.6 ,6.8 ,7.2 ,7.0 
A,NAT,Y18-64,F,PC,CH,6.0 ,6.0 ,6.2 ,6.3 ,6.2 ,5.6 ,5.7 ,6.1 ,6.4 ,6.3 ,6.0 ,: 
A,NAT,Y18-64,F,PC,CY,: ,10.7 ,10.9 ,9.6 ,8.3 ,7.7 ,6.4 ,6.5 ,6.0 ,5.4 ,4.9 ,4.6 
A,NAT,Y18-64,F,PC,CZ,: ,6.9 ,6.6 ,6.1 ,5.0 ,5.1 ,5.1 ,5.4 ,4.6 ,5.0 ,5.3 ,5.3 
A,NAT,Y18-64,F,PC,DE,: ,10.2 ,10.3 ,10.1 ,10.2 ,9.4 ,6.8 b,7.9 ,8.3 ,7.9 ,8.0 ,8.3 
A,NAT,Y18-64,F,PC,DK,: ,13.6 ,13.0 ,11.1 ,11.7 ,11.0 ,11.1 ,11.9 ,11.6 ,12.4 ,12.9 ,12.1 
A,NAT,Y18-64,F,PC,EA,: ,: ,: ,: ,: ,: ,: ,10.1 ,: ,: ,: ,: 
A,NAT,Y18-64,F,PC,EA19,: ,11.9 ,11.8 ,10.9 ,10.4 ,10.1 ,9.5 ,10.1 ,: ,: ,: ,: 
A,NAT,Y18-64,F,PC,EA20,: ,11.9 ,11.8 ,10.9 ,10.4 ,10.0 ,9.4 ,10.1 ,9.3 ,8.8 ,8.7 ,8.5 
A,NAT,Y18-64,F,PC,EA21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,8.5 
A,NAT,Y18-64,F,PC,EE,: ,5.0 ,4.2 ,4.0 ,4.4 ,4.6 ,4.2 ,4.3 ,5.1 ,5.3 ,4.6 ,4.8 
A,NAT,Y18-64,F,PC,EL,: ,18.9 ,19.2 ,17.2 ,16.9 ,15.8 ,14.8 ,14.4 ,11.9 ,10.5 ,9.5 ,8.5 
A,NAT,Y18-64,F,PC,ES,: ,16.4 ,15.9 ,14.0 ,12.6 ,12.8 ,10.9 ,12.3 ,9.9 ,9.0 ,8.7 ,8.3 
A,NAT,Y18-64,F,PC,EU27_2020,: ,: ,: ,: ,: ,9.0 ,8.5 ,9.0 ,8.4 ,8.0 ,7.9 ,7.9 
A,NAT,Y18-64,F,PC,FI,: ,11.7 ,11.7 ,11.1 ,10.4 ,7.0 b,6.8 ,7.3 ,8.9 b,8.7 ,7.4 ,9.4 
A,NAT,Y18-64,F,PC,FR,: ,8.8 ,8.0 ,7.5 ,7.1 ,7.1 ,9.5 b,10.3 ,8.9 b,8.6 ,8.8 ,9.0 
A,NAT,Y18-64,F,PC,HR,12.4 ,12.0 ,11.1 ,10.0 ,9.0 ,7.2 ,7.4 ,7.9 ,6.6 ,6.0 ,5.3 ,4.2 
A,NAT,Y18-64,F,PC,HU,: ,8.0 ,6.6 ,5.8 ,5.2 ,4.3 b,4.7 ,6.2 ,7.0 ,4.8 ,4.6 ,4.5 
A,NAT,Y18-64,F,PC,IE,: ,19.1 ,18.1 ,16.9 ,13.2 ,13.3 b,13.1 b,12.7 ,10.7 ,11.1 ,7.9 ,8.3 
A,NAT,Y18-64,F,PC,IS,: ,6.0 ,4.8 ,5.3 ,5.8 ,5.5 ,7.0 ,: ,: ,: ,: ,: 
A,NAT,Y18-64,F,PC,IT,: ,13.8 ,14.4 ,13.1 ,13.2 ,12.2 ,12.7 ,13.1 ,12.1 ,11.0 ,11.1 ,10.3 
A,NAT,Y18-64,F,PC,LT,: ,8.9 ,9.7 ,9.1 ,8.5 ,6.5 ,6.6 ,7.8 ,8.1 ,7.9 ,8.7 p,11.0 p
A,NAT,Y18-64,F,PC,LU,: ,9.0 ,10.0 b,11.9 ,12.4 ,11.1 ,10.9 b,7.2 b,6.0 b,6.3 ,5.9 ,6.8 b
A,NAT,Y18-64,F,PC,LV,: ,6.7 ,6.6 ,6.0 ,7.1 ,7.0 ,7.4 ,6.2 ,7.8 ,6.7 ,6.2 ,6.6 
A,NAT,Y18-64,F,PC,ME,: ,: ,: ,: ,: ,: ,14.2 ,19.7 ,19.3 ,16.5 ,: ,: 
A,NAT,Y18-64,F,PC,MK,: ,17.2 ,16.1 ,16.6 ,16.0 ,13.7 ,15.1 ,13.5 b,14.6 ,12.7 ,10.9 ,: 
A,NAT,Y18-64,F,PC,MT,: ,9.8 ,7.0 ,7.1 ,6.2 ,6.4 ,6.6 ,6.1 ,4.5 ,3.9 b,5.5 ,5.4 
A,NAT,Y18-64,F,PC,NL,: ,12.2 ,10.9 b,10.3 ,9.3 ,10.1 ,9.4 ,8.7 ,8.5 ,9.4 ,8.3 ,7.9 
A,NAT,Y18-64,F,PC,NO,: ,8.7 ,8.1 ,8.8 ,8.8 ,8.1 ,9.5 ,10.1 b,11.5 ,10.6 ,9.1 ,10.3 
A,NAT,Y18-64,F,PC,PL,: ,7.6 ,7.6 ,6.6 ,6.4 ,5.3 ,4.6 ,4.3 ,3.8 ,4.1 ,4.2 ,4.2 
A,NAT,Y18-64,F,PC,PT,: ,11.0 ,9.3 ,8.5 ,7.4 ,6.4 ,5.6 ,6.2 b,5.8 ,5.9 ,4.9 ,5.5 
A,NAT,Y18-64,F,PC,RO,: ,6.3 ,6.5 ,6.0 ,6.9 ,5.5 ,5.5 ,4.5 ,4.6 ,5.4 ,4.6 ,6.6 
A,NAT,Y18-64,F,PC,RS,: ,18.5 ,19.5 ,19.6 ,16.9 ,17.3 ,17.1 ,16.3 ,13.8 ,13.4 ,9.5 ,7.0 
A,NAT,Y18-64,F,PC,SE,: ,6.2 ,5.7 ,6.2 ,5.7 ,5.2 ,5.0 ,6.7 ,6.8 ,7.0 ,7.2 ,7.7 
A,NAT,Y18-64,F,PC,SI,: ,7.0 ,7.1 ,5.8 ,5.0 ,4.8 ,4.3 ,3.8 ,3.7 ,3.2 ,3.3 ,3.8 
