freq,citizen,age,sex,unit,geo,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 ,2024 ,2025 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,FI,: ,16.0 ,17.5 ,7.4 ,5.6 ,10.6 ,11.7 ,18.9 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,FR,: ,12.1 ,11.5 ,11.0 ,7.1 ,9.0 ,5.4 b,16.9 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,HR,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,HU,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,IE,: ,14.4 ,13.4 ,8.0 ,14.0 ,10.1 ,5.2 b,16.8 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,IS,: ,3.8 ,3.9 ,5.5 ,2.6 ,: ,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,IT,: ,6.3 ,9.0 ,7.2 ,8.4 ,8.4 ,8.6 ,9.9 p,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,LT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,LU,: ,5.5 ,5.1 b,5.1 ,6.9 ,6.2 ,5.8 b,5.6 b,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,LV,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,ME,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,MK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,MT,: ,7.6 u,0.0 u,7.2 u,0.0 u,3.7 u,0.0 u,1.1 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,NL,: ,15.1 ,12.2 b,12.4 ,6.5 ,7.8 ,8.5 ,7.1 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,NO,: ,1.3 ,5.1 ,3.4 ,3.3 ,2.0 ,9.6 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,PL,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,PT,: ,12.3 u,13.2 u,2.4 u,1.6 u,6.5 ,7.9 u,9.2 bu,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,RO,: ,: u,: u,: ,: u,: u,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,RS,: ,22.5 u,16.1 ,19.2 u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,SE,: ,10.6 ,7.3 ,5.3 ,1.3 ,8.8 ,3.6 ,5.7 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,SI,: ,11.5 u,9.7 u,12.9 u,9.9 u,6.1 u,9.3 ,7.2 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,SK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,TR,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,F,PC_Y_LT65,UK,: ,9.8 ,5.7 ,5.3 bu,4.1 u,: ,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC,AL,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC,AT,: ,3.9 ,5.2 ,5.2 ,8.5 ,8.7 ,9.4 ,9.8 ,5.8 ,7.1 ,6.5 ,12.7 
A,EU27_2020_FOR,Y18-64,M,PC,BE,: ,17.8 ,16.7 ,18.1 ,15.7 ,15.3 b,12.9 ,15.9 ,8.6 ,10.2 ,9.8 ,12.6 
A,EU27_2020_FOR,Y18-64,M,PC,BG,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,CH,4.2 ,3.8 ,5.4 ,4.9 ,4.8 ,5.2 ,7.1 ,6.1 ,5.2 ,3.0 ,3.6 ,: 
A,EU27_2020_FOR,Y18-64,M,PC,CY,: ,6.1 ,2.8 ,4.6 ,4.8 ,3.5 ,4.5 ,4.8 ,2.1 ,0.4 ,0.7 ,1.5 
A,EU27_2020_FOR,Y18-64,M,PC,CZ,: ,15.3 u,12.9 ,5.2 ,0.0 ,2.9 ,2.5 ,3.8 ,5.5 ,2.7 u,7.7 u,4.8 
A,EU27_2020_FOR,Y18-64,M,PC,DE,: ,6.7 ,6.7 ,7.3 ,5.5 ,5.2 ,4.2 b,7.6 ,7.8 ,6.8 ,6.8 ,7.7 
A,EU27_2020_FOR,Y18-64,M,PC,DK,: ,18.1 ,18.8 ,12.8 ,8.7 ,0.0 ,5.6 ,5.6 ,4.9 ,4.1 ,10.6 ,6.1 
A,EU27_2020_FOR,Y18-64,M,PC,EA,: ,: ,: ,: ,: ,: ,: ,8.4 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC,EA19,: ,8.1 ,8.2 ,8.1 ,7.3 ,6.7 ,5.5 ,8.4 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC,EA20,: ,8.0 ,8.2 ,8.1 ,7.3 ,6.7 ,5.5 ,8.5 ,7.8 ,7.6 ,6.4 ,7.6 
A,EU27_2020_FOR,Y18-64,M,PC,EA21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,7.6 
A,EU27_2020_FOR,Y18-64,M,PC,EE,: ,5.3 u,: u,: u,17.4 u,6.6 u,3.3 u,7.2 u,3.4 u,2.5 u,0.0 u,0.0 u
A,EU27_2020_FOR,Y18-64,M,PC,EL,: ,20.2 u,29.8 ,23.7 ,18.0 ,12.0 u,9.0 u,11.3 u,: u,3.1 u,3.6 u,4.8 u
A,EU27_2020_FOR,Y18-64,M,PC,ES,: ,13.9 ,12.4 ,12.0 ,7.7 ,6.3 ,7.1 ,7.2 ,9.0 ,10.6 ,8.8 ,7.7 
A,EU27_2020_FOR,Y18-64,M,PC,EU27_2020,: ,: ,: ,: ,: ,6.6 u,5.4 u,8.3 u,7.5 u,7.4 u,6.4 u,7.5 u
A,EU27_2020_FOR,Y18-64,M,PC,FI,: ,12.1 ,21.9 ,10.1 ,8.4 ,6.6 b,7.9 ,10.8 ,16.6 b,5.8 ,9.9 ,11.2 
A,EU27_2020_FOR,Y18-64,M,PC,FR,: ,4.2 ,6.2 ,7.2 ,10.6 ,11.1 ,5.8 b,14.5 ,7.2 b,10.2 ,2.8 ,7.1 
A,EU27_2020_FOR,Y18-64,M,PC,HR,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,HU,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,IE,: ,10.4 ,10.0 ,6.8 ,8.2 ,4.9 b,2.5 b,5.2 ,1.8 ,1.6 ,2.6 ,6.3 
A,EU27_2020_FOR,Y18-64,M,PC,IS,: ,5.0 ,5.8 ,0.0 ,2.7 ,5.5 ,0.0 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC,IT,: ,3.4 ,5.9 ,4.9 ,6.8 ,5.9 ,2.2 ,4.0 ,9.5 ,5.1 ,4.4 ,3.3 
A,EU27_2020_FOR,Y18-64,M,PC,LT,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,LU,: ,5.5 ,5.6 b,4.2 ,6.2 ,5.5 ,5.5 b,3.9 b,3.5 b,3.3 ,2.1 ,4.1 b
A,EU27_2020_FOR,Y18-64,M,PC,LV,: ,: u,: u,: u,: u,4.2 u,: u,0.0 u,: u,: u,: u,3.8 u
A,EU27_2020_FOR,Y18-64,M,PC,ME,: ,: ,: ,: ,: ,: ,: u,: u,: u,: u,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC,MK,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
A,EU27_2020_FOR,Y18-64,M,PC,MT,: ,3.3 u,4.4 u,9.7 u,0.0 u,5.8 ,3.5 u,0.7 ,0.0 ,4.3 b,3.8 ,3.1 
A,EU27_2020_FOR,Y18-64,M,PC,NL,: ,1.2 ,4.7 b,3.7 ,6.2 ,4.6 ,9.5 ,10.6 ,8.6 ,11.2 ,9.6 ,3.7 
A,EU27_2020_FOR,Y18-64,M,PC,NO,: ,3.9 ,8.8 ,4.4 ,6.1 ,4.3 ,2.7 ,5.5 b,4.4 ,3.9 ,2.8 ,7.8 
A,EU27_2020_FOR,Y18-64,M,PC,PL,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,3.7 u
A,EU27_2020_FOR,Y18-64,M,PC,PT,: ,: u,16.8 u,0.5 u,1.9 u,5.5 u,5.8 u,11.8 bu,12.8 u,5.9 u,4.4 ,2.9 
A,EU27_2020_FOR,Y18-64,M,PC,RO,: ,: u,: u,: ,: u,: u,: ,: ,: ,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,RS,: ,24.6 u,30.3 u,27.2 ,: u,18.4 u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,SE,: ,10.1 ,8.7 ,5.8 ,8.9 ,4.1 ,3.4 ,6.5 ,2.0 ,6.2 ,4.2 ,8.2 
A,EU27_2020_FOR,Y18-64,M,PC,SI,: ,1.7 u,0.0 u,0.0 u,0.0 ,2.8 ,2.2 ,3.9 u,1.2 ,4.7 ,3.9 ,1.4 
A,EU27_2020_FOR,Y18-64,M,PC,SK,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,TR,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,M,PC,UK,: ,6.8 ,5.4 ,5.9 bu,4.7 u,: ,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,AT,: ,3.9 ,5.2 ,5.2 ,8.5 ,8.7 ,9.4 ,9.8 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,BE,: ,17.8 ,16.7 ,18.1 ,15.7 ,14.8 b,12.8 ,15.7 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,BG,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,CH,: ,3.8 ,5.4 ,4.9 ,4.8 ,5.2 ,7.1 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,CY,: ,6.1 ,2.8 ,4.6 ,4.8 ,4.8 ,4.5 ,5.8 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,CZ,: ,15.3 u,12.9 ,5.2 ,0.0 ,2.9 ,2.5 ,3.8 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,DE,: ,6.7 ,6.7 ,7.3 ,5.5 ,5.2 ,4.2 b,7.2 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,DK,: ,18.1 ,18.8 ,12.8 ,8.7 ,0.0 ,5.6 ,5.6 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EA,: ,: ,: ,: ,: ,6.7 e,5.5 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,6.7 e,5.5 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EA19,: ,8.1 e,8.2 e,8.1 e,7.3 e,6.7 e,5.5 ,8.4 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EE,: ,5.3 u,: u,: u,17.4 u,6.6 u,3.3 u,7.2 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EL,: ,20.2 u,29.8 ,23.7 ,18.0 ,12.0 u,9.0 u,11.3 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,ES,: ,13.9 ,12.4 ,12.0 ,7.7 ,6.3 ,7.1 ,7.2 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EU,: ,: ,: ,: ,: ,6.2 e,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EU27_2007,: ,: ,: ,: ,: ,6.2 e,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EU27_2020,: ,8.3 u,8.3 u,8.1 u,7.3 u,6.5 u,5.4 u,8.2 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,EU28,: ,: ,: ,: ,: ,6.2 e,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,FI,: ,12.1 ,21.9 ,10.1 ,8.4 ,6.6 ,7.9 ,10.8 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,FR,: ,4.2 ,6.2 ,7.2 ,10.6 ,11.1 ,5.8 b,14.5 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,HR,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,HU,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,IE,: ,10.4 ,10.0 ,6.8 ,8.2 ,4.8 ,2.6 b,5.3 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,IS,: ,5.0 ,5.8 ,0.0 ,2.7 ,: ,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,IT,: ,3.4 ,5.9 ,4.9 ,6.8 ,5.9 ,2.2 ,4.0 p,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,LT,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,LU,: ,5.5 ,5.6 b,4.2 ,6.2 ,5.5 ,5.5 b,3.9 b,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,LV,: ,: u,: u,: u,: u,4.2 u,: u,0.0 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,ME,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,MK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,MT,: ,3.3 u,4.4 u,9.7 u,0.0 u,5.8 ,3.5 u,0.7 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,NL,: ,1.2 ,4.7 b,3.7 ,6.2 ,4.6 ,9.5 ,10.6 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,NO,: ,3.9 ,8.8 ,4.4 ,6.1 ,4.3 ,2.7 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,PL,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,PT,: ,: u,16.8 u,0.5 u,1.9 u,5.5 u,5.8 u,14.8 bu,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,RO,: ,: u,: u,: ,: u,: u,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,RS,: ,24.6 u,30.3 u,27.2 ,: u,17.4 u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,SE,: ,10.1 ,8.7 ,5.8 ,8.9 ,4.1 ,3.4 ,6.5 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,SI,: ,1.7 u,0.0 u,0.0 u,0.0 ,2.8 ,2.2 ,3.9 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,SK,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,TR,: ,: u,: u,: u,: u,: u,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,M,PC_Y_LT65,UK,: ,6.8 ,5.4 ,5.9 bu,4.7 u,: ,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC,AL,: ,: ,: ,: ,: ,: ,: u,: u,6.6 u,0.0 u,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC,AT,: ,7.1 ,5.5 ,5.5 ,6.6 ,7.9 ,9.6 ,10.7 ,6.4 ,6.9 ,6.8 ,13.5 
A,EU27_2020_FOR,Y18-64,T,PC,BE,: ,19.6 ,16.9 ,18.9 ,14.0 ,14.5 b,13.5 ,16.2 ,11.0 ,10.9 ,11.7 ,13.2 
A,EU27_2020_FOR,Y18-64,T,PC,BG,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,T,PC,CH,5.2 ,5.0 ,4.8 ,4.7 ,4.8 ,4.8 ,6.8 ,6.0 ,4.8 ,3.8 ,3.2 ,: 
A,EU27_2020_FOR,Y18-64,T,PC,CY,: ,9.3 ,6.1 ,5.9 ,4.5 ,4.6 ,3.6 ,4.7 ,2.6 ,1.5 ,1.2 ,2.4 
A,EU27_2020_FOR,Y18-64,T,PC,CZ,: ,12.6 ,13.4 ,3.9 ,0.7 ,2.3 ,3.0 ,6.6 ,7.2 ,6.5 ,10.2 ,7.3 
A,EU27_2020_FOR,Y18-64,T,PC,DE,: ,6.7 ,8.2 ,8.1 ,8.4 ,6.1 ,4.5 b,8.3 ,7.8 ,6.8 ,7.1 ,8.4 
A,EU27_2020_FOR,Y18-64,T,PC,DK,: ,16.7 ,17.4 ,12.8 ,9.1 ,7.2 ,7.7 ,5.3 ,5.9 ,8.0 ,9.7 ,7.2 
A,EU27_2020_FOR,Y18-64,T,PC,EA,: ,: ,: ,: ,: ,: ,: ,9.9 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC,EA19,: ,8.9 ,9.7 ,9.0 ,8.7 ,7.7 ,6.7 ,9.9 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC,EA20,: ,8.9 ,9.7 ,9.0 ,8.7 ,7.7 ,6.6 ,10.0 ,8.8 ,7.5 ,7.2 ,8.5 
A,EU27_2020_FOR,Y18-64,T,PC,EA21,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,8.5 
A,EU27_2020_FOR,Y18-64,T,PC,EE,: ,7.1 u,2.8 u,8.5 u,15.4 u,6.6 u,2.3 u,5.5 u,7.0 u,6.2 u,2.0 u,0.5 
A,EU27_2020_FOR,Y18-64,T,PC,EL,: ,23.4 ,25.4 ,23.3 ,16.1 ,17.3 ,17.7 ,17.5 ,13.0 ,10.4 ,7.7 ,4.6 
A,EU27_2020_FOR,Y18-64,T,PC,ES,: ,12.9 ,14.4 ,12.1 ,9.9 ,9.4 ,9.7 ,10.1 ,10.5 ,8.8 ,8.4 ,8.5 
A,EU27_2020_FOR,Y18-64,T,PC,EU27_2020,: ,: ,: ,: ,: ,7.6 u,6.5 u,9.8 u,8.5 ,7.4 ,7.1 ,8.5 
A,EU27_2020_FOR,Y18-64,T,PC,FI,: ,13.9 ,19.8 ,8.7 ,7.2 ,8.4 b,9.6 ,14.8 ,15.5 b,7.6 ,10.3 ,14.4 
A,EU27_2020_FOR,Y18-64,T,PC,FR,: ,8.4 ,9.1 ,9.3 ,8.6 ,10.0 ,5.6 b,15.8 ,10.4 b,10.2 ,4.3 ,6.9 
A,EU27_2020_FOR,Y18-64,T,PC,HR,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,10.6 u
A,EU27_2020_FOR,Y18-64,T,PC,HU,: ,4.2 u,1.7 u,2.2 u,10.2 u,: u,: u,: u,: u,0.0 u,9.5 u,: u
A,EU27_2020_FOR,Y18-64,T,PC,IE,: ,12.5 ,11.8 ,7.4 ,11.1 ,7.1 b,3.7 b,12.0 ,5.0 ,2.9 ,4.6 ,6.7 
A,EU27_2020_FOR,Y18-64,T,PC,IS,: ,4.4 ,5.0 ,3.0 ,2.6 ,2.9 ,1.0 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC,IT,: ,5.1 ,7.7 ,6.3 ,7.8 ,7.4 ,5.9 ,7.4 ,10.8 ,5.6 ,7.6 ,7.9 
A,EU27_2020_FOR,Y18-64,T,PC,LT,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,T,PC,LU,: ,5.5 ,5.3 b,4.7 ,6.5 ,5.8 ,5.6 b,4.7 b,3.2 b,3.5 ,2.5 ,4.7 b
A,EU27_2020_FOR,Y18-64,T,PC,LV,: ,: u,: u,6.8 u,4.2 u,5.2 u,2.7 u,0.0 u,: u,3.7 u,8.2 u,2.3 u
A,EU27_2020_FOR,Y18-64,T,PC,ME,: ,: ,: ,: ,: ,: ,14.2 u,: u,: u,: u,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC,MK,: ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: 
A,EU27_2020_FOR,Y18-64,T,PC,MT,: ,5.6 ,2.3 ,8.6 ,0.0 ,4.9 ,2.0 ,0.8 ,0.2 ,5.9 b,2.4 ,2.6 
A,EU27_2020_FOR,Y18-64,T,PC,NL,: ,10.4 ,8.7 b,9.4 ,6.4 ,6.6 ,9.0 ,8.8 ,6.2 ,9.4 ,9.8 ,4.3 
A,EU27_2020_FOR,Y18-64,T,PC,NO,: ,2.6 ,7.0 ,3.9 ,4.8 ,3.3 ,5.8 ,8.5 b,4.9 ,3.0 ,2.1 ,6.4 
A,EU27_2020_FOR,Y18-64,T,PC,PL,: ,: u,: u,: u,: u,: u,: u,: u,3.8 u,0.0 u,0.0 u,2.6 u
A,EU27_2020_FOR,Y18-64,T,PC,PT,: ,12.1 u,14.3 ,1.7 ,1.8 ,6.1 ,7.1 ,10.5 b,8.1 ,4.6 ,5.4 ,4.6 
A,EU27_2020_FOR,Y18-64,T,PC,RO,: ,: u,: u,: ,: u,: u,: ,: ,: ,: u,: u,: u
A,EU27_2020_FOR,Y18-64,T,PC,RS,: ,23.5 ,23.7 ,23.5 ,19.2 u,14.6 u,31.7 u,: u,: u,: u,: u,: u
A,EU27_2020_FOR,Y18-64,T,PC,SE,: ,10.3 ,8.0 ,5.6 ,5.3 ,6.4 ,3.5 ,6.1 ,3.2 ,5.3 ,4.0 ,9.8 
A,EU27_2020_FOR,Y18-64,T,PC,SI,: ,6.3 ,4.2 ,5.6 ,4.4 ,4.2 ,5.5 ,5.8 ,2.7 ,7.1 ,10.2 ,3.6 
A,EU27_2020_FOR,Y18-64,T,PC,SK,: ,: u,: u,: u,: u,: u,: u,: u,0.0 u,0.0 u,: u,0.0 u
A,EU27_2020_FOR,Y18-64,T,PC,TR,: ,8.5 u,2.7 u,: u,: u,: u,: u,: u,: u,: u,15.3 u,: u
A,EU27_2020_FOR,Y18-64,T,PC,UK,: ,8.4 ,5.5 ,5.6 bu,4.4 u,: ,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,AL,: ,: ,: ,: ,: ,: ,: u,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,AT,: ,7.1 ,5.5 ,5.5 ,6.6 ,7.9 ,9.6 ,10.7 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,BE,: ,19.6 ,16.9 ,18.9 ,14.0 ,14.4 b,13.5 ,15.8 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,BG,: ,: u,: u,: u,: u,: u,: u,: u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,CH,: ,5.0 ,4.8 ,4.7 ,4.8 ,4.8 ,6.8 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,CY,: ,9.3 ,6.1 ,5.9 ,4.5 ,5.8 ,3.6 ,5.3 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,CZ,: ,12.6 ,13.4 ,3.9 ,0.7 ,2.3 ,3.0 ,6.6 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,DE,: ,6.7 ,8.2 ,8.1 ,8.4 ,6.1 ,4.5 b,7.9 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,DK,: ,16.7 ,17.4 ,12.8 ,9.1 ,7.2 ,7.7 ,5.3 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EA,: ,: ,: ,: ,: ,7.7 e,6.7 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EA18,: ,: ,: ,: ,: ,7.7 e,6.7 ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EA19,: ,8.9 e,9.7 e,9.0 e,8.7 e,7.7 e,6.7 ,9.9 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EE,: ,7.1 u,2.8 u,8.5 u,15.4 u,6.6 u,2.3 u,5.5 u,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EL,: ,23.4 ,25.4 ,23.3 ,16.1 ,17.3 ,17.7 ,17.5 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,ES,: ,12.9 ,14.4 ,12.1 ,9.9 ,9.4 ,9.7 ,10.1 ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EU,: ,: ,: ,: ,: ,7.0 e,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EU27_2007,: ,: ,: ,: ,: ,7.0 e,: ,: ,: ,: ,: ,: 
A,EU27_2020_FOR,Y18-64,T,PC_Y_LT65,EU27_2020,: ,9.0 u,9.7 u,8.9 e,8.6 u,7.6 u,6.6 u,9.6 u,: ,: ,: ,: 
